Keyword,Score
companies,0.004320905276630937
growth,0.006602862545291882
consumer-goods companies,0.006711127924246116
tsr,0.009890816389286794
brands,0.011979047825085775
consumer packaged goods,0.01257169567262097
deals,0.013784081251505381
percent tsr,0.013993367773402685
consumer,0.01539676117382379
challenger brands,0.015984540610163092
median tsr,0.01686658449813229
percent,0.017398275291695364
consumer-goods,0.02125873531166492
programmatic,0.02285236771292975
packaged goods practice,0.02345444725131522
consumer packaged,0.023548065000128095
acquirers,0.02554368345546844
years,0.027239764089923308
deal,0.028821260798602158
wave of consumer,0.03319077952484377
packaged goods,0.03486384558283721
searching for growth,0.03616958085483589
research,0.03846448079685762
searching,0.04162778006758261
article title exhibit,0.04239107831298847
exhibit,0.042769990019339774
portfolio,0.04379554870473461
wave,0.04562930687589748
year article title,0.047260254780311595
large,0.04912634085978771
challenger,0.04929525735727954
getty images,0.050034296577963606
distribution,0.05093404730529894
programmatic buyers,0.05094084255602741
programmatic approach,0.052699651367580765
past,0.05283571509399436
organic growth,0.05393900020262937
article,0.05422045662190306
large deals,0.05434129245325656
growth constellation brands,0.05434806270352783
year,0.054479528179846616
buyers,0.05486811234900395
growth article,0.055705510971714854
approach,0.05643270258633503
median,0.05912221901681141
successful acquirers,0.06074399322439667
growth article type,0.0609091927243207
goods,0.06441787872334247
markets,0.06515250365862359
found,0.06562152521259096
growth rate,0.06611890223743218
categories,0.06623527766270414
large deal programmatic,0.069066502042254
target companies,0.0698633911551832
year article,0.07081796293091867
acquirer,0.07152231367531162
percent annual tsr,0.07168070048244451
brand,0.07187428695051466
target,0.07369591730241605
packaged,0.07471152743102653
cost,0.07528408177946062
buy,0.07556443703869561
greg kelly,0.07624655171788923
consumer products companies,0.07690990699070567
successful,0.07808920415019933
acquisitions,0.0781372424360661
synergies,0.08000169677993582
constellation brands,0.0867497117190419
title exhibit,0.08691670405991335
model,0.09043917692524188
market,0.09121350512207302
company,0.09123335908146325
deal programmatic selective,0.09265764920901728
adjacent,0.09518321629072861
success,0.0952685594991366
